Date,Price,Open,High,Low,Volume
13/06/2017,1266.90,1265.70,1269.20,1258.70,0.92
14/06/2017,1274.20,1267.00,1281.80,1257.50,1.29
15/06/2017,1253.00,1260.50,1266.70,1251.70,0.59
16/06/2017,1255.10,1254.70,1257.10,1252.00,0.62
19/06/2017,1245.30,1254.40,1255.60,1243.00,0.91
20/06/2017,1242.10,1243.50,1247.20,1241.30,0.40
21/06/2017,1244.20,1244.10,1247.10,1241.00,0.85
22/06/2017,1247.90,1245.00,1253.60,1245.00,0.55
23/06/2017,1254.80,1249.90,1263.00,1249.30,0.68
26/06/2017,1244.90,1257.20,1257.20,1235.00,0.79
27/06/2017,1245.30,1242.00,1251.60,1240.60,0.52
28/06/2017,1247.50,1246.70,1253.00,1246.50,0.37
29/06/2017,1245.80,1249.60,1253.20,1239.70,277.75
30/06/2017,1242.30,1245.20,1248.20,1239.00,222.76
03/07/2017,1219.20,1241.70,1242.60,1218.00,284.45
04/07/2017,1227.55,1224.30,1228.03,1221.49,0
05/07/2017,1221.70,1220.10,1228.40,1216.50,366.77
06/07/2017,1223.30,1226.50,1229.50,1221.80,192.21
07/07/2017,1209.70,1224.60,1228.10,1206.60,322.18
10/07/2017,1213.20,1212.10,1215.00,1204.00,238.26
11/07/2017,1214.70,1213.80,1217.10,1207.40,217.24
12/07/2017,1219.10,1216.50,1225.20,1212.50,262.77
13/07/2017,1217.30,1219.20,1223.60,1215.60,227.82
14/07/2017,1227.50,1216.40,1232.70,1214.00,267.44
17/07/2017,1233.70,1228.70,1235.40,1227.50,174.90
18/07/2017,1241.90,1233.30,1244.10,1232.20,253.19
19/07/2017,1242.00,1242.00,1243.50,1235.10,198.03
20/07/2017,1245.50,1240.60,1247.20,1234.60,269.02
21/07/2017,1254.90,1244.10,1255.90,1242.80,240.53
24/07/2017,1254.30,1255.50,1259.00,1252.00,212.88
25/07/2017,1252.10,1255.20,1258.00,1248.80,230.39
26/07/2017,1249.40,1250.30,1263.40,1243.20,256.12
27/07/2017,1260.00,1260.50,1265.00,1253.90,220.31
28/07/2017,1270.20,1260.40,1271.80,1258.70,2.10
31/07/2017,1268.90,1272.00,1272.20,1267.40,1.71
01/08/2017,1275.20,1270.40,1276.10,1264.30,0.90
02/08/2017,1274.20,1270.70,1274.50,1264.80,0.82
03/08/2017,1270.20,1268.30,1272.00,1258.80,1.10
04/08/2017,1260.20,1270.20,1272.00,1256.00,1.05
07/08/2017,1260.20,1260.00,1260.90,1257.00,0.39
08/08/2017,1257.90,1258.50,1266.00,1252.60,1.00
09/08/2017,1274.60,1261.60,1279.50,1261.60,1.30
10/08/2017,1285.10,1278.60,1288.50,1275.60,1.43
11/08/2017,1289.00,1288.00,1292.90,1282.30,1.28
14/08/2017,1285.30,1290.90,1290.90,1279.20,0.73
15/08/2017,1274.70,1282.30,1282.30,1267.90,0.87
16/08/2017,1277.90,1271.70,1284.30,1268.70,0.64
17/08/2017,1287.30,1288.80,1288.80,1288.80,1.41
18/08/2017,1286.50,1288.80,1301.50,1284.10,1.20
21/08/2017,1291.50,1283.90,1293.50,1281.20,0.59
22/08/2017,1285.60,1291.60,1292.20,1281.90,0.73
23/08/2017,1289.00,1285.10,1290.70,1283.10,0.53
24/08/2017,1286.50,1290.60,1290.60,1284.90,0.69
25/08/2017,1292.60,1285.70,1294.50,1276.00,0.58
28/08/2017,1309.80,1292.20,1312.20,1292.00,0.79
29/08/2017,1313.10,1313.00,1325.00,1305.70,1.18
30/08/2017,1310.40,1311.40,1315.00,1306.40,13.33
31/08/2017,1318.50,1310.40,1325.10,1298.60,14.13
01/09/2017,1326.60,1323.00,1330.80,1317.90,10.11
03/09/2017,1341.22,1340.54,1342.07,1338.96,0
04/09/2017,1338.08,1341.21,1344.59,1337.01,0
05/09/2017,1340.60,1338.00,1345.60,1327.40,10.86
06/09/2017,1335.20,1341.00,1343.50,1332.70,8.85
07/09/2017,1346.50,1334.70,1351.60,1333.50,7.03
08/09/2017,1347.30,1349.90,1358.50,1343.20,8.97
11/09/2017,1331.80,1338.80,1340.00,1326.80,7.71
12/09/2017,1328.80,1328.30,1332.20,1322.90,8.13
13/09/2017,1324.20,1332.90,1336.10,1320.60,6.25
14/09/2017,1325.40,1323.70,1331.00,1315.70,4.77
15/09/2017,1321.30,1331.70,1334.30,1319.50,4.92
18/09/2017,1306.90,1319.90,1320.10,1304.30,10.63
19/09/2017,1306.70,1307.60,1311.30,1304.90,5.93
20/09/2017,1312.50,1310.70,1315.70,1295.60,9.67
21/09/2017,1290.60,1300.70,1303.80,1286.80,30.19
22/09/2017,1293.30,1291.00,1297.10,1290.80,3.74
25/09/2017,1307.10,1296.80,1311.20,1288.00,12.53
26/09/2017,1297.70,1309.60,1312.50,1291.60,20.05
27/09/2017,1284.10,1293.30,1295.00,1280.90,19.49
28/09/2017,1286.50,1284.00,1288.80,1279.40,0.74
29/09/2017,1282.70,1287.50,1290.50,1279.80,0.91
02/10/2017,1274.10,1278.00,1278.50,1271.90,0.90
03/10/2017,1273.10,1272.60,1275.50,1269.20,0.57
04/10/2017,1275.20,1272.60,1282.80,1271.70,0.82
05/10/2017,1271.40,1274.80,1279.70,1266.80,0.90
06/10/2017,1273.10,1269.30,1276.70,1261.30,0.47
09/10/2017,1283.20,1276.30,1285.70,1276.30,0.21
10/10/2017,1292.10,1284.90,1294.50,1283.20,0.44
11/10/2017,1287.30,1288.50,1294.10,1285.50,0.75
12/10/2017,1294.70,1292.80,1297.90,1290.60,0.52
13/10/2017,1302.90,1294.70,1304.10,1292.10,0.53
16/10/2017,1301.20,1303.90,1306.20,1291.90,0.78
17/10/2017,1284.40,1296.00,1296.00,1282.30,0.78
18/10/2017,1281.20,1285.00,1288.50,1277.50,0.49
19/10/2017,1288.10,1280.40,1289.70,1277.00,0.51
20/10/2017,1278.60,1290.00,1290.60,1278.30,0.56
23/10/2017,1278.80,1277.00,1282.20,1272.30,1.15
24/10/2017,1275.80,1280.70,1282.20,1272.70,0.45
25/10/2017,1276.30,1275.90,1277.90,1269.60,0.57
26/10/2017,1266.80,1276.60,1280.50,1264.20,0.27
27/10/2017,1268.20,1264.40,1270.20,1261.80,0.57
30/10/2017,1277.70,1274.30,1279.90,1269.80,260.08
31/10/2017,1270.50,1277.60,1279.10,1268.30,272.51
01/11/2017,1277.30,1271.80,1281.90,1268.50,384.64
02/11/2017,1278.10,1275.20,1285.10,1274.00,380.14
03/11/2017,1269.20,1277.50,1281.20,1265.90,373.41
06/11/2017,1281.60,1270.70,1283.90,1266.40,354.77
07/11/2017,1275.80,1282.60,1282.80,1272.30,337.27
08/11/2017,1283.70,1276.40,1288.10,1276.10,358.13
09/11/2017,1287.50,1282.10,1289.50,1280.50,394.18
10/11/2017,1274.20,1286.00,1287.70,1273.60,354.58
13/11/2017,1278.90,1275.30,1279.90,1274.40,220.91
14/11/2017,1282.90,1278.90,1283.80,1269.70,355.20
15/11/2017,1277.70,1280.70,1290.00,1276.50,433.65
16/11/2017,1278.20,1278.00,1281.80,1274.90,274.43
17/11/2017,1296.50,1278.80,1297.50,1278.10,387.02
20/11/2017,1275.30,1294.10,1295.10,1274.10,425.16
21/11/2017,1281.70,1276.60,1284.50,1275.80,330.15
22/11/2017,1292.20,1280.60,1294.60,1278.60,390.31
23/11/2017,1291.66,1291.19,1293.87,1287.65,0
24/11/2017,1287.30,1291.90,1293.30,1285.10,347.03
27/11/2017,1294.40,1288.00,1299.00,1286.20,321.35
28/11/2017,1294.90,1293.90,1297.00,1290.10,275.44
29/11/2017,1283.70,1294.40,1297.30,1282.80,1.84
30/11/2017,1274.80,1284.50,1286.00,1271.30,1.61
01/12/2017,1280.20,1276.00,1290.00,1272.70,2.52
04/12/2017,1275.50,1278.90,1278.90,1271.50,1.15
05/12/2017,1263.00,1277.00,1277.70,1261.40,1.39
06/12/2017,1264.30,1266.30,1269.70,1263.50,0.57
07/12/2017,1251.40,1263.90,1263.90,1244.50,1.01
08/12/2017,1246.50,1247.40,1252.00,1243.10,0.63
11/12/2017,1245.10,1248.70,1251.40,1240.70,0.49
12/12/2017,1239.80,1241.90,1245.60,1236.50,0.80
13/12/2017,1246.90,1244.00,1257.50,1240.80,1.00
14/12/2017,1255.30,1255.60,1259.70,1251.10,0.54
15/12/2017,1255.80,1254.40,1262.40,1254.00,0.87
18/12/2017,1263.70,1254.90,1265.20,1254.90,0.28
19/12/2017,1262.40,1262.30,1266.50,1260.80,0.58
20/12/2017,1267.80,1263.10,1269.40,1262.90,0.43
21/12/2017,1268.80,1267.70,1270.50,1265.50,0.39
22/12/2017,1277.00,1268.10,1278.50,1267.30,0.50
25/12/2017,1277.90,1278.90,1279.50,1277.90,0
26/12/2017,1285.50,1276.20,1286.10,1276.20,0.38
27/12/2017,1288.30,1285.00,1290.00,1283.70,0.46
28/12/2017,1297.20,1292.00,1297.30,1290.50,225.66
29/12/2017,1309.30,1297.50,1309.80,1296.10,241.27
01/01/2018,1308.70,1305.80,1309.70,1304.60,0
02/01/2018,1316.10,1305.30,1320.40,1304.60,279.73
03/01/2018,1318.50,1319.00,1323.00,1308.90,353.46
04/01/2018,1321.60,1315.50,1327.30,1307.10,369.85
05/01/2018,1322.30,1324.40,1324.70,1314.60,330.23
08/01/2018,1320.40,1321.80,1323.00,1315.70,246.09
09/01/2018,1313.70,1321.20,1321.40,1309.50,333.53
10/01/2018,1319.30,1313.30,1328.60,1308.90,391.66
11/01/2018,1322.50,1317.50,1324.70,1316.10,264.30
12/01/2018,1334.90,1323.60,1340.00,1320.80,365.20
14/01/2018,1337.40,1337.70,1338.60,1336.40,0
15/01/2018,1341.80,1337.30,1344.90,1337.00,0
16/01/2018,1337.10,1337.30,1345.00,1332.10,499.76
17/01/2018,1339.20,1339.00,1344.50,1326.60,365.87
18/01/2018,1327.20,1327.40,1333.30,1324.30,312.11
19/01/2018,1333.10,1327.00,1338.20,1326.60,275.30
22/01/2018,1331.90,1334.00,1335.80,1328.00,337.48
23/01/2018,1336.70,1333.00,1341.50,1330.70,370.17
24/01/2018,1356.30,1341.40,1361.60,1339.10,505.63
25/01/2018,1362.90,1357.00,1365.40,1341.00,537.66
26/01/2018,1352.10,1346.40,1356.00,1343.70,341.96
29/01/2018,1340.30,1349.00,1351.40,1336.10,280.55
30/01/2018,1337.20,1341.70,1349.50,1334.70,1.88
31/01/2018,1340.40,1337.70,1348.00,1333.00,1.25
01/02/2018,1345.00,1344.70,1351.30,1337.80,1.29
02/02/2018,1334.60,1348.30,1350.10,1327.30,2.12
05/02/2018,1333.80,1332.70,1341.50,1329.20,0.87
06/02/2018,1326.90,1339.20,1346.20,1321.10,1.48
07/02/2018,1312.20,1324.80,1332.20,1311.20,1.57
08/02/2018,1316.50,1318.10,1321.60,1307.10,1.59
09/02/2018,1313.30,1319.60,1321.90,1310.90,0.96
12/02/2018,1324.00,1316.20,1326.10,1316.10,0.75
13/02/2018,1328.00,1323.00,1330.50,1321.60,0.51
14/02/2018,1355.60,1330.10,1356.00,1317.50,1.29
15/02/2018,1352.90,1350.50,1357.00,1348.60,0.76
16/02/2018,1353.70,1353.70,1361.20,1345.40,0.63
18/02/2018,1350.50,1349.70,1352.40,1349.70,0
19/02/2018,1347.80,1350.40,1353.90,1347.40,0
20/02/2018,1328.90,1349.60,1350.80,1328.70,1.09
21/02/2018,1329.80,1329.60,1335.90,1322.20,1.08
22/02/2018,1330.40,1324.40,1331.40,1320.40,0.92
23/02/2018,1327.90,1330.90,1330.90,1325.80,0.40
26/02/2018,1330.30,1327.70,1339.90,1326.70,0.65
27/02/2018,1318.60,1334.70,1338.40,1314.40,334.72
28/02/2018,1317.90,1318.90,1323.70,1316.70,263.80
01/03/2018,1305.20,1319.30,1322.30,1303.60,421.74
02/03/2018,1323.40,1318.00,1326.60,1316.20,264.39
05/03/2018,1319.90,1324.90,1328.90,1318.30,221.22
06/03/2018,1335.20,1321.00,1339.90,1320.80,285.92
07/03/2018,1327.60,1339.50,1342.00,1323.00,305.08
08/03/2018,1321.70,1326.20,1329.80,1319.60,252.83
09/03/2018,1324.00,1322.70,1325.90,1313.20,345.32
12/03/2018,1320.80,1324.10,1325.00,1315.30,220.36
13/03/2018,1327.10,1323.30,1328.80,1313.80,330.26
14/03/2018,1325.60,1326.70,1330.50,1321.70,252.58
15/03/2018,1317.80,1324.70,1328.10,1314.90,257.89
16/03/2018,1312.30,1316.80,1321.80,1309.50,289.60
19/03/2018,1317.80,1312.90,1319.60,1307.40,300.47
20/03/2018,1311.90,1316.50,1318.10,1306.60,292.33
21/03/2018,1321.50,1310.60,1336.90,1309.50,470.29
22/03/2018,1327.40,1332.00,1335.00,1324.60,358.56
23/03/2018,1349.90,1329.00,1350.40,1328.90,454.13
26/03/2018,1355.00,1347.00,1356.00,1343.40,346.05
27/03/2018,1342.00,1353.60,1356.80,1339.60,290.89
28/03/2018,1326.90,1347.30,1348.80,1325.00,2.83
29/03/2018,1324.30,1325.80,1329.20,1322.40,1.30
02/04/2018,1343.90,1326.60,1345.50,1326.40,0.89
03/04/2018,1334.20,1341.50,1343.20,1329.70,0.70
04/04/2018,1337.10,1333.00,1348.70,1332.90,1.23
05/04/2018,1325.50,1333.60,1335.20,1323.00,0.59
06/04/2018,1333.10,1327.90,1335.90,1319.80,0.64
09/04/2018,1337.10,1335.10,1338.30,1327.60,0.55
10/04/2018,1342.90,1336.90,1342.70,1331.30,0.39
11/04/2018,1356.90,1339.60,1365.80,1339.60,1.78
12/04/2018,1338.70,1353.00,1353.30,1333.60,0.90
13/04/2018,1344.70,1335.30,1346.30,1333.20,0.80
16/04/2018,1347.50,1346.50,1350.20,1339.80,0.32
17/04/2018,1346.30,1347.50,1348.00,1337.40,0.40
18/04/2018,1350.20,1345.10,1355.20,1342.20,0.62
19/04/2018,1345.40,1348.80,1354.00,1340.00,0.43
20/04/2018,1334.90,1344.60,1344.70,1333.80,0.31
23/04/2018,1320.60,1331.10,1333.60,1320.70,0.42
24/04/2018,1329.70,1323.20,1330.70,1321.30,0.54
25/04/2018,1319.50,1328.60,1329.90,1317.20,0.62
26/04/2018,1314.60,1320.70,1324.00,1314.60,0.57
27/04/2018,1323.40,1318.00,1326.40,1315.80,241.65
30/04/2018,1319.20,1324.00,1325.90,1310.70,295.96
01/05/2018,1306.80,1316.00,1317.40,1302.30,283.43
02/05/2018,1305.60,1304.40,1314.90,1304.30,370.24
03/05/2018,1312.70,1305.50,1319.00,1305.20,306.72
04/05/2018,1314.70,1312.80,1316.90,1308.50,308.48
07/05/2018,1314.10,1316.30,1320.10,1310.60,235.29
08/05/2018,1313.70,1314.10,1318.50,1306.20,407.41
09/05/2018,1313.00,1315.30,1317.80,1304.20,384.04
10/05/2018,1322.30,1312.80,1323.40,1310.60,373.54
11/05/2018,1320.70,1321.80,1326.30,1317.00,263.47
14/05/2018,1318.20,1318.30,1322.40,1312.80,241.23
15/05/2018,1290.30,1313.20,1314.70,1288.20,485.20
16/05/2018,1291.50,1290.10,1296.40,1285.70,333.61
17/05/2018,1289.40,1290.20,1294.00,1284.00,298.82
18/05/2018,1291.30,1290.00,1293.70,1285.10,264.43
21/05/2018,1290.90,1290.30,1292.70,1281.20,328.02
22/05/2018,1292.00,1292.30,1296.00,1287.20,291.72
23/05/2018,1289.60,1290.60,1298.40,1286.70,402.34
24/05/2018,1304.40,1293.30,1306.40,1292.20,432.42
25/05/2018,1303.70,1304.00,1307.20,1299.40,292.91
27/05/2018,1298.30,1299.80,1299.90,1296.10,0
28/05/2018,1297.60,1298.40,1299.70,1294.70,0
29/05/2018,1299.00,1299.00,1306.10,1291.40,386.33
30/05/2018,1304.50,1300.70,1306.60,1298.10,1.75
31/05/2018,1302.60,1304.20,1309.20,1298.80,1.08
01/06/2018,1297.10,1301.30,1301.80,1291.10,0.92
04/06/2018,1295.10,1294.90,1299.70,1291.80,0.54
05/06/2018,1299.90,1294.20,1302.50,1291.20,0.77
06/06/2018,1299.20,1298.60,1303.20,1295.90,0.69
07/06/2018,1300.70,1298.60,1305.10,1296.90,0.39
08/06/2018,1300.50,1299.40,1302.20,1295.00,0.45
11/06/2018,1301.00,1300.70,1304.60,1296.00,0.40
12/06/2018,1297.20,1301.50,1301.80,1294.20,0.48
13/06/2018,1299.20,1297.20,1302.70,1292.70,0.63
14/06/2018,1306.20,1300.40,1310.80,1298.90,0.72
15/06/2018,1276.30,1304.20,1304.50,1276.00,1.53
18/06/2018,1278.00,1279.00,1282.60,1277.60,0.42
19/06/2018,1276.50,1278.60,1284.10,1271.10,0.45
20/06/2018,1272.40,1275.20,1276.00,1267.50,0.47
21/06/2018,1268.60,1268.50,1269.90,1261.80,0.75
22/06/2018,1268.90,1267.40,1270.50,1266.60,0.51
25/06/2018,1267.20,1271.00,1272.30,1264.60,0.29
26/06/2018,1258.00,1266.40,1266.50,1255.00,0.50
27/06/2018,1253.00,1258.20,1259.00,1249.50,1.16
28/06/2018,1251.00,1253.60,1255.80,1247.20,241.82
29/06/2018,1254.50,1249.50,1257.10,1246.90,226.20
02/07/2018,1241.70,1253.40,1255.60,1240.60,262.87
03/07/2018,1253.50,1242.90,1258.50,1238.80,297.34
04/07/2018,1258.10,1256.20,1262.40,1255.30,0
05/07/2018,1258.80,1253.50,1262.40,1252.20,392.95
06/07/2018,1255.80,1258.40,1260.20,1253.70,200.19
09/07/2018,1259.60,1255.70,1266.90,1255.70,238.97
10/07/2018,1255.40,1258.50,1261.00,1247.70,272.63
11/07/2018,1244.40,1256.70,1257.30,1241.70,299.64
12/07/2018,1246.60,1242.30,1248.80,1241.40,220.96
13/07/2018,1241.20,1247.70,1248.50,1236.20,257.31
16/07/2018,1239.70,1241.00,1245.80,1238.30,186.30
17/07/2018,1227.30,1240.80,1245.10,1225.90,318.22
18/07/2018,1227.90,1227.00,1229.10,1220.90,283.98
19/07/2018,1224.00,1227.30,1229.60,1210.70,428.88
20/07/2018,1231.10,1222.90,1232.40,1215.30,355.23
23/07/2018,1225.60,1231.70,1235.20,1222.20,333.33
24/07/2018,1225.50,1224.40,1229.70,1218.10,299.06
25/07/2018,1231.80,1224.20,1234.30,1223.20,272.25
26/07/2018,1225.70,1231.70,1235.30,1221.70,285.61
27/07/2018,1223.00,1222.40,1226.90,1216.70,254.43
30/07/2018,1224.20,1225.80,1227.10,1221.70,1.69
31/07/2018,1226.40,1223.50,1230.60,1215.80,1.10
01/08/2018,1220.30,1225.60,1226.50,1217.20,0.89
02/08/2018,1212.90,1218.70,1222.60,1208.40,1.62
03/08/2018,1215.90,1209.30,1221.10,1205.30,1.00
06/08/2018,1210.60,1215.20,1218.70,1207.50,0.70
07/08/2018,1211.20,1209.20,1216.90,1209.00,1.06
08/08/2018,1214.20,1211.50,1216.40,1207.00,0.63
09/08/2018,1213.00,1214.30,1218.20,1212.00,0.51
10/08/2018,1212.10,1212.90,1217.70,1206.50,0.82
13/08/2018,1192.20,1211.60,1214.50,1191.80,1.54
14/08/2018,1194.00,1194.50,1199.00,1192.50,0.79
15/08/2018,1178.20,1194.20,1194.80,1173.20,1.13
16/08/2018,1177.10,1175.80,1181.70,1160.40,1.35
17/08/2018,1177.30,1173.70,1184.70,1172.10,0.54
20/08/2018,1187.80,1183.90,1190.30,1182.90,0.25
21/08/2018,1193.20,1190.60,1197.00,1187.70,0.47
22/08/2018,1196.40,1196.00,1201.10,1193.00,0.38
23/08/2018,1187.20,1196.10,1196.50,1183.50,0.48
24/08/2018,1206.30,1185.30,1207.90,1183.00,0.59
27/08/2018,1209.20,1206.30,1211.50,1202.30,0.73
28/08/2018,1207.50,1210.90,1213.80,1199.60,1.22
29/08/2018,1204.20,1200.90,1205.80,1200.90,0.82
30/08/2018,1200.00,1207.70,1209.00,1197.20,5.16
31/08/2018,1201.60,1201.50,1209.70,1199.10,5.65
02/09/2018,1204.90,1206.20,1206.60,1204.50,0
03/09/2018,1206.30,1204.90,1209.60,1201.30,0
04/09/2018,1194.00,1201.10,1204.50,1190.00,10.11
05/09/2018,1196.10,1192.00,1198.90,1191.60,6.88
06/09/2018,1199.00,1197.00,1207.40,1195.70,10.08
07/09/2018,1195.10,1200.30,1203.50,1193.50,8.27
10/09/2018,1194.50,1195.40,1198.50,1190.90,6.24
11/09/2018,1196.80,1195.40,1199.50,1187.40,6.84
12/09/2018,1205.50,1197.70,1208.30,1192.40,5.02
13/09/2018,1202.80,1207.00,1212.40,1200.00,13.99
14/09/2018,1196.20,1201.80,1208.50,1192.90,6.82
17/09/2018,1201.20,1194.70,1205.00,1193.00,6.10
18/09/2018,1198.50,1201.90,1203.50,1196.10,4.13
19/09/2018,1203.90,1198.40,1206.40,1198.30,6.80
20/09/2018,1206.60,1204.40,1208.50,1201.00,7.49
21/09/2018,1196.60,1207.40,1210.80,1191.80,6.85
24/09/2018,1199.60,1199.50,1203.90,1194.10,9.70
25/09/2018,1199.70,1198.10,1202.50,1196.60,14.90
26/09/2018,1194.40,1200.30,1201.30,1190.00,17.86
27/09/2018,1185.50,1196.80,1200.40,1184.20,0.34
28/09/2018,1193.90,1184.60,1194.30,1182.60,0.41
01/10/2018,1189.40,1193.90,1193.90,1186.50,0.21
02/10/2018,1204.20,1191.30,1209.10,1190.10,0.80
03/10/2018,1200.10,1204.40,1209.10,1198.10,0.21
04/10/2018,1198.80,1198.30,1207.60,1197.20,0.15
05/10/2018,1202.80,1200.70,1205.90,1199.00,0.20
08/10/2018,1185.80,1204.60,1204.60,1184.60,0.32
09/10/2018,1188.80,1189.60,1192.50,1184.00,0.20
10/10/2018,1190.80,1189.90,1195.30,1186.00,0.29
11/10/2018,1225.10,1195.30,1227.00,1192.30,0.98
12/10/2018,1219.50,1224.40,1224.40,1217.10,0.30
15/10/2018,1227.80,1218.20,1234.30,1218.20,0.34
16/10/2018,1228.40,1228.00,1233.40,1224.50,0.34
17/10/2018,1224.80,1226.40,1230.00,1221.60,0.21
18/10/2018,1227.40,1222.80,1230.20,1219.50,0.25
19/10/2018,1226.00,1226.70,1231.20,1223.70,0.12
22/10/2018,1222.00,1227.90,1228.50,1220.50,0.12
23/10/2018,1234.10,1223.10,1240.30,1222.70,0.34
24/10/2018,1228.40,1230.70,1235.30,1225.90,0.37
25/10/2018,1229.50,1233.90,1238.40,1227.90,0.32
26/10/2018,1232.40,1229.80,1242.60,1229.80,0.28
29/10/2018,1224.70,1232.60,1232.70,1223.60,0.21
30/10/2018,1225.30,1231.90,1232.50,1221.40,224.64
31/10/2018,1215.00,1224.70,1225.00,1213.40,247.06
01/11/2018,1238.60,1216.60,1239.30,1216.10,313.45
02/11/2018,1233.30,1235.30,1238.40,1231.30,256.02
05/11/2018,1232.30,1234.50,1236.80,1228.40,159.43
06/11/2018,1226.30,1233.40,1237.80,1224.90,199.67
07/11/2018,1228.70,1228.90,1238.40,1224.20,259.29
08/11/2018,1225.10,1227.70,1228.50,1220.80,239.02
09/11/2018,1208.60,1224.30,1224.60,1207.20,322.35
12/11/2018,1203.50,1210.30,1212.00,1200.60,203.64
13/11/2018,1201.40,1201.10,1205.50,1196.60,248.93
14/11/2018,1210.10,1202.80,1217.20,1198.10,277.87
15/11/2018,1215.00,1211.80,1217.00,1207.10,253.57
16/11/2018,1223.00,1214.40,1226.00,1213.70,242.04
19/11/2018,1225.30,1222.60,1226.50,1218.50,198.39
20/11/2018,1221.20,1224.60,1229.50,1220.30,255.20
21/11/2018,1228.00,1222.40,1230.90,1220.10,227.21
22/11/2018,1228.00,1226.40,1229.70,1225.50,0
23/11/2018,1223.20,1226.80,1229.70,1220.30,240.35
26/11/2018,1222.40,1223.90,1228.60,1221.70,267.32
27/11/2018,1213.40,1222.60,1225.20,1211.40,307.89
28/11/2018,1223.60,1214.30,1227.70,1210.50,247.17
29/11/2018,1227.90,1224.20,1232.20,1224.20,1.71
30/11/2018,1223.60,1227.50,1228.60,1219.40,0.60
03/12/2018,1236.90,1225.40,1237.40,1224.20,0.94
04/12/2018,1243.30,1233.40,1244.50,1233.40,1.84
05/12/2018,1239.10,1240.80,1241.10,1236.40,1.12
06/12/2018,1239.70,1240.60,1246.10,1236.90,1.64
07/12/2018,1248.20,1239.10,1251.40,1239.10,1.56
10/12/2018,1244.90,1251.40,1251.80,1242.60,1.59
11/12/2018,1242.80,1245.70,1250.50,1242.30,0.50
12/12/2018,1246.10,1244.90,1247.50,1243.70,0.43
13/12/2018,1243.70,1245.50,1247.50,1241.20,0.33
14/12/2018,1237.90,1242.30,1243.20,1233.10,0.38
17/12/2018,1248.20,1236.30,1248.30,1236.30,0.24
18/12/2018,1250.10,1246.30,1250.40,1246.10,0.23
19/12/2018,1252.60,1250.00,1258.20,1241.60,0.60
20/12/2018,1263.90,1244.30,1265.70,1242.30,0.77
21/12/2018,1254.60,1260.60,1262.00,1254.20,0.66
24/12/2018,1267.90,1258.40,1269.60,1258.20,0.74
25/12/2018,1270.75,1272.50,1274.55,1270.65,0
26/12/2018,1269.00,1268.50,1278.10,1263.80,0.40
27/12/2018,1277.40,1265.30,1277.50,1265.30,0.48
28/12/2018,1283.00,1278.00,1284.70,1276.50,162.73
31/12/2018,1281.30,1283.00,1286.50,1279.70,113.26
01/01/2019,1283.35,1284.70,1284.75,1282.85,0
02/01/2019,1284.10,1285.00,1291.00,1280.60,235.33
03/01/2019,1294.80,1288.50,1296.90,1286.40,244.54
04/01/2019,1285.80,1296.50,1300.40,1278.10,316.06
07/01/2019,1289.90,1287.00,1297.00,1284.10,204.68
08/01/2019,1285.90,1289.90,1291.40,1280.20,221.92
09/01/2019,1292.00,1286.10,1295.00,1280.90,245.97
10/01/2019,1287.40,1294.70,1298.00,1286.70,239.92
11/01/2019,1289.50,1287.60,1295.70,1287.00,210.64
14/01/2019,1291.30,1288.00,1296.60,1287.70,221.89
15/01/2019,1288.40,1292.40,1294.80,1286.50,242.07
16/01/2019,1293.80,1289.60,1295.40,1287.60,181.39
17/01/2019,1292.30,1293.90,1295.00,1288.30,191.98
18/01/2019,1282.60,1291.90,1292.20,1280.10,225.57
20/01/2019,1282.05,1281.30,1282.70,1280.50,0
21/01/2019,1279.05,1281.95,1282.95,1276.15,0
22/01/2019,1283.40,1280.70,1285.00,1276.00,318.85
23/01/2019,1284.00,1284.60,1286.00,1277.70,217.13
24/01/2019,1279.80,1282.30,1283.90,1275.30,225.77
25/01/2019,1298.10,1280.10,1303.40,1278.90,303.84
28/01/2019,1303.10,1302.30,1303.70,1296.50,243.07
29/01/2019,1308.90,1302.50,1310.80,1301.70,213.61
30/01/2019,1312.80,1313.40,1326.80,1311.10,2.84
31/01/2019,1322.30,1321.80,1328.00,1319.40,1.43
01/02/2019,1319.30,1323.20,1325.10,1317.80,1.16
04/02/2019,1316.60,1319.60,1320.20,1310.00,0.98
05/02/2019,1316.50,1313.50,1318.20,1312.20,0.28
06/02/2019,1311.70,1316.40,1316.90,1307.40,0.56
07/02/2019,1311.60,1308.00,1313.00,1304.00,0.98
08/02/2019,1315.90,1311.30,1316.60,1309.40,0.43
11/02/2019,1309.20,1315.50,1315.50,1304.60,0.52
12/02/2019,1311.30,1307.60,1315.40,1307.60,0.46
13/02/2019,1312.40,1311.70,1318.70,1305.50,0.83
14/02/2019,1311.30,1307.50,1314.60,1302.70,0.87
15/02/2019,1319.10,1312.70,1322.20,1312.20,1.03
17/02/2019,1324.25,1324.65,1324.95,1323.85,0
18/02/2019,1329.55,1324.35,1330.75,1324.05,0
19/02/2019,1340.80,1322.00,1340.80,1320.90,1.63
20/02/2019,1344.10,1339.50,1345.70,1335.80,1.34
21/02/2019,1324.60,1338.30,1339.70,1320.80,1.39
22/02/2019,1329.70,1323.40,1332.20,1321.40,0.59
25/02/2019,1326.50,1327.00,1331.60,1324.30,0.67
26/02/2019,1325.30,1326.60,1329.10,1322.90,0.94
